RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_MATH_AVG,SAT_READ_AVG,SAT_WRIT_AVG,ACT_COMP_AVG,ACT_MATH_AVG,ACT_ENG_AVG,ACT_READ_AVG,ACT_SCI_AVG,HOUR_MATH_HOMEWORK,HOUR_SCIENCE_HOMEWORK,HOUR_OTHER_HOMEWORK,CREDITS_APIB,CREDITS_AP_ENG,CREDITS_AP_MATH,CREDITS_AP_SCIENCE,CREDITS_AP_SOCIAL_SCIENCE,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
6,-1.0,1.5,0.5,1.0,1.0,1.0,490,500,490,22,22,18,21,24,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,1.0,1.0,0.5,1.0,510,500,470,22,22,21,22,22,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,4,4,0.0,1
2,2.5,2.0,2.0,2.0,1.5,2.0,460,500,470,20,19,19,21,20,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,2.4,35,31,0.0,3
6,-1.0,-1.0,-1.0,0.5,0.25,0.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,0.25,0.25,0.5,0.25,0.25,0.25,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,0.5,1.0,0.5,1.0,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,0.5,0.5,1.0,1.0,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,4.0,3.0,3.5,4.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,1,0.0,0.0,0.0,0.0,0.0,0.8,28,13,0.0,2
1,3.0,2.5,3.0,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,2,2.0,0.0,0.0,0.0,2.0,3.0,3,3,0.0,3
5,-1.0,-1.0,-1.0,0.5,1.0,1.0,-9,-9,-9,-9,-9,-9,-9,-9,3,2,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,3,2,4,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,1.0,0.25,1.0,-9,-9,-9,19,18,18,20,20,1,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.0,3.0,2.5,2.5,3.0,-9,-9,-9,19,20,18,20,20,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,3.0,3.5,3.0,3.0,4.0,550,600,600,23,21,24,23,21,2,2,2,2.0,0.0,0.0,2.0,0.0,2.3,38,23,0.0,3
4,2.0,2.5,2.0,2.5,2.5,2.0,560,550,550,25,26,25,25,24,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,520,520,25,-9,-9,-9,-9,2,2,3,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
3,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,4.0,1.0,1.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.0,3.0,3.0,3.0,3.5,540,570,550,27,25,27,27,25,2,2,2,3.5,0.0,1.0,0.0,1.5,-8.0,-8,-8,-8.0,-8
4,2.5,2.5,2.5,2.5,2.5,2.5,-9,-9,-9,22,22,22,21,22,2,-7,1,1.0,0.0,0.0,0.0,1.0,-6.0,-6,-6,-6.0,-6
1,4.0,4.0,4.0,4.0,4.0,4.5,570,550,530,23,22,22,23,22,6,6,6,1.0,0.0,1.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,510,500,520,21,23,22,25,20,-7,-7,2,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
5,3.5,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,20,20,19,20,19,-7,-7,2,2.0,0.0,0.0,0.0,2.0,2.3,16,16,0.0,1
4,3.5,3.0,3.0,2.5,2.5,3.0,530,530,500,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
4,3.5,3.5,3.0,3.0,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,1.4,22,6,0.0,2
3,2.5,2.5,3.0,3.0,2.5,3.0,500,500,480,22,22,21,22,22,1,2,1,3.5,0.0,1.0,0.0,2.5,3.0,6,6,0.0,2
1,2.0,2.0,2.0,3.0,2.0,2.5,-9,-9,-9,22,23,22,22,23,2,2,2,4.0,2.0,0.0,0.0,2.0,1.0,4,4,0.0,2
1,3.0,-1.0,2.5,2.0,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,-9
1,4.0,4.0,3.5,4.0,4.0,4.0,-9,-9,-9,16,16,15,16,17,1,1,2,2.0,2.0,0.0,0.0,0.0,3.7,9,9,0.0,9
1,2.5,2.5,2.5,3.0,2.5,2.5,500,500,500,28,25,25,25,25,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.0,3.0,2.5,3.0,3.0,3.0,560,560,540,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,2.2,30,27,0.0,3
5,2.5,2.5,3.0,3.0,2.5,3.0,510,500,480,-9,-9,-9,-9,-9,3,3,3,0.0,0.0,0.0,0.0,0.0,0.7,29,12,0.0,1
1,3.5,4.0,4.0,4.0,3.5,4.5,560,550,-9,-9,-9,-9,-9,-9,-7,1,2,9.0,0.0,2.0,3.0,4.0,3.3,28,28,0.0,3
1,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,23,21,25,23,22,2,1,2,4.0,1.0,1.0,1.0,1.0,-8.0,-8,-8,-8.0,-8
5,2.5,2.5,1.5,2.0,1.5,2.0,640,640,640,21,21,21,21,21,1,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,15,0.1,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,620,600,28,27,27,27,26,1,1,2,-8.0,-8.0,-8.0,-8.0,-8.0,3.2,19,19,0.0,3
3,3.5,3.0,3.0,4.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,12.0,2.0,3.0,3.0,2.0,-8.0,-8,-8,-8.0,-8
2,2.5,2.5,3.0,2.5,2.5,2.5,580,570,570,23,24,24,23,23,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,6,3,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
2,4.0,3.5,4.0,3.5,3.5,4.0,580,560,550,26,27,26,26,25,1,1,2,7.0,2.0,1.0,2.0,2.0,3.0,30,27,0.0,3
3,3.0,3.0,3.0,2.5,3.0,3.0,-9,-9,-9,25,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.0,3.5,3.5,3.5,4.0,550,540,530,25,24,25,26,24,2,2,2,3.0,2.0,0.0,0.0,1.0,3.1,32,28,0.0,3
6,-1.0,1.0,0.5,1.0,0.5,1.0,-9,-9,-9,20,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,570,570,570,-9,-9,-9,-9,-9,2,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
4,3.5,3.0,3.0,4.0,3.5,3.5,-9,-9,-9,22,21,23,23,21,2,-7,2,3.0,0.0,0.0,1.0,2.0,3.5,56,44,0.0,13
1,3.0,2.5,3.0,3.0,3.0,3.0,-9,-9,-9,23,22,22,23,23,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.1,-9
6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,3.0,2.0,2.5,2.5,2.5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2.0,0.0,0.0,0.0,2.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.0,2.5,2.0,2.5,2.5,520,500,500,-9,-9,-9,-9,-9,1,2,3,0.0,0.0,0.0,0.0,0.0,3.1,36,33,0.1,3
3,3.5,3.5,3.5,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,4.5,2.0,0.0,1.0,1.5,-9.0,-9,-9,-9.0,2
2,2.5,3.0,2.0,1.0,2.0,2.0,580,560,540,23,23,23,23,24,1,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,-1.0,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,4.0,-1.0,-1.0,1.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,2,0.0,0.0,0.0,0.0,0.0,2.6,36,36,0.0,3
1,4.0,3.5,3.5,3.5,3.5,3.5,530,540,560,-9,-9,-9,-9,-9,2,2,2,1.0,0.0,0.0,0.0,0.0,3.1,24,24,0.0,3
1,3.5,3.5,3.0,3.5,3.5,3.5,-9,-9,-9,23,21,24,24,22,1,2,3,0.0,0.0,0.0,0.0,0.0,2.2,31,20,0.0,3
6,3.0,3.0,3.5,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.0,0.0,1.0,0.0,0.0,2.7,29,25,0.0,1
1,3.0,2.5,3.0,3.0,2.5,3.0,520,500,490,23,22,23,23,23,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.6,25,25,0.0,3
2,3.0,3.0,3.5,3.0,3.0,3.5,550,560,540,25,-9,-9,-9,-9,-8,-8,-8,4.0,0.0,1.0,2.0,1.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,17,-9,-9,-9,-9,1,2,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
5,-1.0,2.5,3.0,1.5,2.0,2.0,530,570,560,-9,-9,-9,-9,-9,5,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,0.5,0.5,1.5,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,2,-7,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,2.0,2.0,2.0,2.0,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.5,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.0,2.5,2.5,3.0,3.0,3.0,-9,-9,-9,23,25,22,22,23,1,1,1,0.0,0.0,0.0,0.0,0.0,2.9,26,17,0.3,1
3,2.0,2.0,1.5,1.0,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0.2,1
1,3.5,3.5,3.5,3.0,3.5,3.5,510,500,510,-9,-9,-9,-9,-9,2,-9,4,0.0,0.0,0.0,0.0,0.0,3.7,26,26,0.0,3
3,3.5,2.5,2.5,3.0,2.5,3.0,510,480,480,-9,-9,-9,-9,-9,1,1,1,1.0,0.0,1.0,0.0,0.0,3.1,31,28,0.0,3
1,3.0,2.5,1.5,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,2.0,27,21,0.1,3
4,3.0,1.5,2.5,3.0,2.0,2.5,560,550,-9,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,1.5,-1.0,1.5,1.5,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.5,2.5,3.0,3.0,3.5,-9,-9,-9,25,-9,-9,-9,-9,1,1,5,4.0,1.0,1.0,2.0,0.0,-9.0,32,32,0.0,3
6,3.5,3.5,3.0,3.0,3.0,3.5,600,640,620,21,21,21,21,22,-7,2,2,0.0,0.0,0.0,0.0,0.0,2.6,31,31,0.0,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,620,620,600,26,25,27,26,26,2,1,3,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
1,4.0,3.5,3.5,3.5,3.5,4.0,560,570,560,25,24,27,27,24,4,5,5,1.0,0.0,0.0,0.0,1.0,4.0,3,3,0.0,3
1,2.0,2.5,3.5,3.5,3.0,3.0,500,500,470,19,19,18,20,19,2,2,3,4.5,1.0,0.0,1.5,2.0,3.7,14,14,0.0,2
6,-1.0,-1.0,2.0,2.5,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.5,3.5,3.0,3.5,550,540,530,23,24,23,24,22,2,2,2,1.0,0.0,0.0,0.0,0.0,2.4,29,26,0.0,10
1,4.0,4.0,4.0,3.5,4.0,4.5,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,4.0,1.0,1.0,0.0,2.0,3.7,21,21,0.0,3
1,3.0,3.5,3.5,3.5,3.5,3.5,-9,-9,-9,20,21,23,18,19,2,2,2,0.0,0.0,0.0,0.0,0.0,-9.0,40,40,0.0,5
5,2.5,2.5,2.0,2.0,2.0,2.5,560,540,520,21,26,24,25,24,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
4,2.5,2.5,2.5,2.0,2.0,2.5,-9,-9,-9,20,18,20,19,20,-7,-7,1,0.0,0.0,0.0,0.0,0.0,2.9,13,13,0.1,2
3,1.5,1.5,2.0,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,6,0,0.7,1
6,1.0,1.0,0.25,0.5,0.5,0.5,480,460,400,19,18,15,16,16,1,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.5,3.0,2.5,2.5,2.5,3.0,490,500,480,21,20,19,22,21,1,2,2,2.0,1.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.0,2.5,2.5,3.0,2.5,3.0,520,510,490,-9,-9,-9,-9,-9,-7,-7,2,3.0,0.0,0.0,0.0,3.0,-8.0,-8,-8,-8.0,-8
6,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,22,24,20,23,21,2,2,2,0.0,0.0,0.0,0.0,0.0,4.0,31,28,0.0,3
1,4.0,3.5,4.0,4.0,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,2.0,0.0,0.0,0.0,2.0,3.7,21,21,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,2,3,-8.0,-8.0,-8.0,-8.0,-8.0,0.2,17,1,0.7,2
1,4.0,3.5,3.5,4.0,3.5,4.0,-9,-9,-9,22,22,21,21,22,2,2,2,3.5,1.0,0.0,1.0,1.5,3.8,14,14,0.0,3
6,2.0,2.0,2.0,1.5,1.5,2.0,450,460,400,21,21,21,21,21,2,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,4.0,3.5,4.0,3.5,4.0,-9,-9,-9,23,21,24,24,22,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.4,37,34,0.0,3
1,3.5,3.5,3.5,3.5,3.0,3.5,530,570,500,21,20,21,22,21,2,1,1,1.0,0.0,0.0,1.0,0.0,1.5,28,18,0.0,3
3,2.5,3.0,3.5,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,-7,2,5.0,0.0,0.0,0.0,5.0,2.7,29,26,0.0,3
3,3.5,4.0,3.0,4.0,3.5,4.0,550,520,520,23,-9,-9,-9,-9,3,-7,3,2.0,0.0,0.0,1.0,1.0,3.9,34,34,0.0,3
3,3.5,3.5,3.5,3.0,3.0,3.5,500,480,470,21,22,20,21,21,2,2,2,3.0,2.0,0.0,1.0,0.0,1.4,25,11,0.1,1
6,2.5,1.0,2.5,2.5,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,2.4,36,36,0.1,5
4,2.0,2.5,2.0,1.5,2.0,2.0,500,500,460,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,4.0,4.0,4.0,4.0,4.0,4.5,520,520,500,-9,-9,-9,-9,-9,2,1,1,0.0,0.0,0.0,0.0,0.0,3.8,35,32,0.0,3
3,3.0,3.0,3.0,3.5,3.0,3.5,560,540,540,22,22,22,22,22,1,1,1,1.0,0.0,0.0,0.0,1.0,2.5,13,13,0.0,2
3,2.0,1.0,2.0,2.5,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.0,3.0,3.0,3.0,3.0,3.0,-9,-9,-9,24,24,24,24,24,1,2,2,0.5,0.0,0.0,0.0,0.0,2.4,29,25,0.1,3
6,-1.0,-1.0,0.25,0.5,0.25,0.25,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,2.0,2.0,3.0,2.5,2.5,640,420,460,25,25,25,25,25,1,1,2,0.0,0.0,0.0,0.0,0.0,2.7,24,21,0.0,3
3,-1.0,-1.0,-1.0,-1.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,5,5,5,1.5,0.0,1.0,0.0,0.5,3.4,10,10,0.0,3
1,3.5,3.0,2.5,3.5,3.0,3.5,570,580,560,23,-9,-9,-9,-9,2,-7,3,2.0,0.0,1.0,1.0,0.0,3.0,3,3,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,450,460,440,-9,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.0,2.0,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,-9.0,14,13,0.0,1
1,3.0,2.5,2.5,2.5,2.5,3.0,530,530,520,25,25,25,25,25,1,2,1,2.0,1.0,0.0,0.0,1.0,2.9,32,32,0.0,3
1,3.0,3.0,2.0,3.0,2.5,3.0,520,510,490,-9,-9,-9,-9,-9,1,-7,1,2.0,0.0,0.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
6,3.0,2.5,3.0,3.5,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,2.5,2.5,3.0,3.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,2.2,18,18,0.0,3
6,3.0,3.0,3.0,3.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,0.0,0.0,0.0,0.0,0.0,2.9,31,31,0.0,3
1,3.0,1.5,2.0,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,2
3,3.5,3.5,3.5,4.0,3.5,3.5,580,570,-9,23,-9,-9,-9,-9,4,4,4,1.0,0.0,0.0,0.0,1.0,2.6,27,22,0.0,3
1,3.5,3.5,3.5,3.0,3.5,4.0,640,620,600,25,-9,-9,-9,-9,2,1,3,0.0,0.0,0.0,0.0,0.0,3.3,29,29,0.0,7
1,2.5,3.0,2.0,2.5,2.0,2.5,520,520,500,-9,-9,-9,-9,-9,-7,2,4,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,1.5,1.5,1.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,10.0,1.0,2.0,4.0,2.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,1.0,0.5,1.0,520,520,500,-9,-9,-9,-9,-9,3,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,3.5,4.0,4.0,3.5,4.5,-9,-9,-9,25,-9,-9,-9,-9,1,2,5,4.0,0.0,2.0,2.0,0.0,-7.0,27,0,0.0,1
6,-1.0,-1.0,0.25,2.5,1.5,2.0,425,420,400,18,17,15,17,18,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,3.5,3.5,3.0,3.5,3.5,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.0,3,3,0.1,1
6,2.5,2.0,1.5,1.5,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,540,540,25,25,24,25,24,2,3,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
1,2.0,2.0,2.5,2.5,2.0,2.0,620,620,580,27,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,2.7,30,27,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,0,0,0.0,2
3,3.5,4.0,4.0,4.0,4.0,4.5,-6,-6,-6,-6,-6,-6,-6,-6,-7,2,3,5.0,1.0,1.0,0.0,3.0,-8.0,-8,-8,-8.0,-8
2,2.5,2.0,2.5,2.5,2.0,2.5,570,580,580,23,23,23,23,23,1,2,2,1.0,0.0,0.0,0.0,1.0,2.4,23,20,0.1,3
1,3.5,3.5,3.0,3.0,3.0,3.5,600,570,560,25,25,25,25,25,-8,-8,-8,5.0,0.0,1.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,2.6,25,24,0.0,1
3,3.5,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,22,22,22,21,22,-7,1,2,5.5,2.0,1.0,0.0,2.5,3.3,37,37,0.0,3
3,2.5,3.0,2.5,2.0,2.0,2.5,400,480,420,21,21,21,23,22,2,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,3.5,3.0,3.5,3.5,3.5,-9,-9,-9,22,-9,-9,-9,-9,1,2,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,-1.0,2.5,2.5,3.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,1.7,18,12,0.0,2
6,3.0,3.0,2.5,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
2,3.0,2.0,3.0,-1.0,2.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,4.0,4.0,4.0,4.0,4.0,4.0,510,510,500,23,23,24,23,22,1,-7,1,4.0,0.0,1.0,2.0,1.0,2.4,28,24,0.1,1
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,460,480,460,18,19,18,19,17,2,3,2,-8.0,-8.0,-8.0,-8.0,-8.0,1.4,25,19,0.1,11
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,1,0.0,0.0,0.0,0.0,0.0,4.0,32,32,0.0,13
3,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,4.5,0.0,1.0,0.0,1.5,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,-1.0,1.5,1.5,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0.5,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,0.25,1.0,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,1.5,1.5,0.25,2.0,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.5,3.0,3.5,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,7.0,2.0,0.0,1.0,4.0,3.1,26,23,0.0,3
1,2.5,3.0,3.5,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.0,3.0,3.5,3.0,3.5,400,400,400,-9,-9,-9,-9,-9,2,3,5,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,3.5,3.0,3.5,3.0,3.0,3.5,-9,-9,-9,18,17,18,19,18,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
