X1SEX,X1RACE,X1HISPANIC,X1WHITE,X1BLACK,X1PAREDU,X1FAMINCOME,X1SES,X1POVERTY130,X1HHNUMBER,X2PAREDU,X2FAMINCOME,X2SES,X2POVERTY130,X2HHNUMBER,X1CONTROL,X1LOCALE,X1REGION,X1SCHOOLCLI,X2ENROLSTAT,X2ENRSTATSCH,X2NUMHS,X2EVERDROP,X2DROPSTAT,X1TXMTSCOR,X1TXMQUINT,X2TXMTSCOR,X2TXMQUINT,X3TGPATOT,HS_GPA_WGT,HS_GPA_ACAD,X3TGPASTEM,RIGOR,X3TCREDTOT,X3TCREDACAD,X3TCREDSTEM,CREDITS_APIB,X3TCREDADV,X3TCREDHON,X3TCREDMAT,X3TCREDSCI,X3TCREDENG,X3THIMATH,X3THISCI,X3T1CREDALG2,X3T1CREDCALC,X3T1CREDPHYS,X3T1CREDSTAT,X3TWHENALG1,X3HSCOMPSTAT,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
2,8,0,1,0,-8,-8,-0.0872,-8,-8,1,3,-0.4457,0,4,1,4,3,-0.85,1,1,1,0,0,50.2947,3,47.3476,2,2.5,2.5,2.5,2.0,5,26.5,17.0,7.5,0.0,1.0,0.0,5.0,2.0,4.5,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,2,0,0,0,7,13,1.6587,0,5,7,13,1.5201,0,5,1,2,1,-0.69,1,1,1,0,0,54.8354,4,68.6119,5,3.5,4.0,3.5,3.5,1,27.0,21.0,11.5,6.0,6.0,6.0,4.0,6.5,4.0,13,5,1,1,1,0,10,1,3.5,30,30,0.0,3
1,8,0,1,0,7,13,2.0218,0,3,7,13,1.7443,0,3,2,4,3,-8.0,1,1,1,0,0,61.1801,5,59.5097,5,3.5,3.5,3.5,3.0,3,24.5,24.0,8.5,3.0,3.0,4.0,4.0,4.0,5.0,12,5,1,1,1,0,10,1,1.0,27,12,0.1,3
2,8,0,1,0,-8,-8,-0.2749,-8,-8,4,7,0.3539,0,6,1,3,2,-0.72,1,1,1,0,0,48.5055,3,50.4151,3,2.0,2.0,2.0,1.5,6,27.5,22.0,6.0,0.0,2.0,0.0,3.0,3.0,3.0,6,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,2,2,-0.0998,1,6,3,1,-0.3331,1,4,1,2,4,-0.7,1,1,1,0,0,43.2763,2,39.6578,1,3.0,3.5,3.0,2.5,6,26.0,21.0,7.0,1.0,1.0,1.0,4.0,3.0,4.5,6,1,1,0,0,0,4,1,2.7,33,30,0.1,2
2,6,0,1,1,2,5,-0.2813,0,7,2,5,-0.1089,0,5,1,1,2,0.56,1,1,1,0,0,49.3308,3,36.1914,1,1.5,1.5,1.5,1.0,6,16.0,11.5,4.0,0.0,0.5,0.0,2.0,2.0,3.0,4,1,0,0,0,0,4,5,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,4,3,-0.231,0,4,5,3,-0.2155,0,4,1,1,3,0.56,1,1,1,0,0,49.573,3,49.3473,3,3.0,3.0,3.0,3.0,4,24.5,21.0,10.0,0.0,2.0,0.0,6.0,4.0,6.0,11,1,1,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,1,4,-0.7885,0,7,1,2,4,-1.89,5,1,1,1,1,-8.0,-8,36.1933,1,1.5,1.5,1.0,1.5,6,7.5,3.0,3.5,0.0,0.0,0.0,1.5,0.5,0.5,5,1,0,0,0,0,4,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,3,-0.5803,0,6,2,4,-0.4045,0,6,1,4,2,-9.0,1,1,1,0,0,53.9985,4,53.632,4,2.5,2.5,2.5,2.5,6,19.5,15.0,6.0,0.0,0.0,0.0,2.5,3.0,3.0,6,2,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
1,3,0,0,1,7,13,2.1586,0,3,7,13,1.3293,0,5,1,1,4,-2.4,1,1,1,0,0,73.529,5,65.5973,5,4.0,4.0,3.5,3.5,3,27.5,20.5,8.0,9.0,15.0,0.0,4.0,4.0,4.0,13,5,0,1,1,1,10,1,2.7,27,24,0.0,3
2,6,0,1,0,2,5,0.0865,0,2,3,7,0.393,0,4,1,1,4,-0.43,1,1,1,0,0,61.4345,5,55.9613,4,2.5,2.5,2.5,2.5,5,23.0,18.5,5.0,0.0,10.5,2.0,3.0,2.0,4.5,11,3,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
2,3,0,0,1,4,3,0.2028,0,4,5,2,-0.0804,1,7,1,1,3,-8.0,2,2,2,0,0,38.6225,1,45.1579,2,2.5,2.5,2.5,2.5,2,27.0,20.0,10.0,0.0,2.0,3.0,4.0,4.0,5.5,8,2,1,0,0,0,10,1,-7.0,0,0,0.1,5
2,-9,-9,-9,-9,-8,-8,-8.0,-8,-8,4,4,0.3975,0,3,2,1,1,-8.0,1,1,1,0,0,-8.0,-8,45.059,2,2.5,2.5,2.5,2.0,3,27.5,23.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,7,1,0,0,0,0,4,1,3.2,27,27,0.0,15
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,2,13,0.4103,0,4,1,2,2,-1.01,1,1,1,0,0,-8.0,-8,33.3081,1,1.5,1.5,1.5,1.0,6,19.5,14.0,4.0,0.0,0.0,0.0,2.0,2.0,3.5,4,1,0,0,0,0,6,5,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,3,3,0.0884,0,5,4,3,-0.0504,0,5,1,4,4,-2.12,1,1,1,0,0,67.0552,5,55.8666,4,4.0,4.0,4.0,4.0,6,28.0,16.5,7.5,1.0,4.5,1.0,3.0,3.0,3.5,11,5,1,0,0,0,10,1,-7.0,0,0,0.0,3
1,8,0,1,0,-8,-8,-0.2902,-8,-8,5,5,0.2334,0,7,1,4,2,-9.0,1,1,1,0,0,45.2292,2,60.3485,5,2.0,2.0,1.5,2.0,6,19.5,14.0,7.5,0.0,0.0,0.0,4.0,3.0,3.5,6,2,1,0,0,0,5,1,-6.0,-6,-6,-6.0,-6
2,2,0,0,0,-8,-8,-0.0996,-8,-8,4,2,-0.1422,0,3,1,2,3,-0.82,1,1,1,0,0,63.5164,5,63.9407,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-8.0,-8,-8,-8.0,-8
1,6,0,1,0,3,1,-0.9782,1,2,4,1,-0.346,1,4,1,4,4,-1.51,1,1,1,0,0,55.8121,4,52.3377,4,2.0,2.0,1.5,2.0,6,23.0,13.0,6.0,0.0,0.0,0.5,3.5,1.0,4.0,6,1,1,0,0,0,4,1,0.0,6,0,0.0,1
2,6,0,1,0,-8,-8,0.3647,-8,-8,5,8,0.7329,0,3,1,3,3,-9.0,1,1,2,0,0,49.7352,3,51.7461,3,3.5,3.5,3.0,3.0,1,25.0,18.0,8.0,0.0,0.0,1.0,4.0,3.0,4.0,11,2,1,0,0,0,10,1,1.3,21,9,0.1,1
1,3,0,0,1,5,4,0.984,0,2,6,4,0.1839,0,3,1,4,3,-1.74,1,1,1,1,3,39.5401,1,43.9212,2,2.0,2.0,2.0,1.5,3,23.0,18.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,5,2,0,0,0,0,8,1,0.2,17,1,0.2,1
2,6,0,1,0,4,1,-0.0322,1,4,5,4,-0.0218,0,4,1,2,3,-0.7,1,1,1,0,0,50.1433,3,50.607,3,3.0,3.0,3.0,2.0,1,30.0,26.0,9.0,1.0,3.0,0.0,4.0,4.0,4.0,8,2,1,0,0,0,4,1,2.4,14,14,0.0,11
1,5,1,1,0,1,3,-0.7627,0,3,1,2,-1.0849,1,4,1,4,3,0.17,1,1,1,0,0,51.2382,3,37.1459,1,2.5,2.5,2.5,2.5,1,28.0,21.5,8.0,0.0,0.0,0.0,4.0,3.0,8.0,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,-8,-8,-0.6288,-8,-8,2,2,-0.9328,0,2,1,1,2,-0.34,5,6,2,1,1,27.9219,1,35.2033,1,1.0,1.0,1.0,0.5,6,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0,0,4,3,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,4,4,-0.1513,0,4,5,4,0.5083,0,4,1,4,3,-9.0,1,1,1,0,0,49.5211,3,56.6855,4,3.0,3.0,3.0,2.5,1,31.0,22.0,9.5,0.0,3.0,0.0,4.5,4.0,4.5,8,2,1,0,0,0,4,1,2.5,6,6,0.0,3
1,8,0,1,0,7,5,1.7567,0,5,7,5,1.6218,0,5,1,2,1,-0.61,1,1,1,0,0,63.2917,5,-8.0,-8,3.5,3.5,3.0,3.5,1,26.0,21.0,10.0,0.0,0.0,0.0,4.0,4.0,4.0,11,1,0,0,1,0,9,1,3.6,17,17,0.0,3
2,6,0,1,1,5,4,0.122,0,6,6,4,-0.0546,0,3,1,4,3,-8.0,1,1,1,0,0,67.7484,5,63.3464,5,3.0,3.0,3.0,3.0,3,27.0,18.0,6.0,0.0,0.5,0.0,3.0,3.0,5.0,8,1,1,0,0,0,10,1,-9.0,-9,-9,0.0,1
2,3,0,0,1,2,5,-0.3442,0,4,4,5,-0.0243,0,4,1,1,2,0.69,1,6,2,0,0,47.1642,2,47.5031,2,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,3.7,17,17,0.1,3
2,5,1,1,0,4,13,0.9349,0,4,5,10,0.9991,0,4,1,2,2,-0.52,1,1,1,0,0,53.6645,4,50.4829,3,2.5,2.5,2.5,2.0,3,26.0,21.0,8.0,0.0,2.0,1.0,4.0,4.0,5.0,9,2,1,0,0,1,4,1,3.2,26,16,0.2,9
2,8,0,1,0,5,13,1.4352,0,4,6,8,0.7586,0,4,1,2,4,-1.98,1,1,1,0,0,52.6311,4,60.6802,5,3.5,3.5,3.5,3.5,1,32.0,25.5,11.5,0.0,0.0,2.5,5.0,6.0,5.0,11,1,1,0,1,1,10,1,2.6,27,21,0.0,11
2,8,0,1,0,3,13,-0.1266,0,3,4,13,-0.1944,0,3,1,2,3,0.25,1,1,1,0,0,42.3864,2,49.4343,3,2.0,2.0,1.5,2.0,6,23.5,17.5,8.0,0.0,0.0,0.0,4.0,4.0,4.0,8,2,0,0,0,0,9,1,3.0,36,32,0.1,1
2,8,0,1,0,-8,-8,-0.1066,-8,-8,-8,-8,-8.0,-8,-8,1,4,4,-0.93,1,1,1,0,0,31.5936,1,-8.0,-8,1.5,1.5,0.5,0.5,6,19.5,14.0,5.5,0.0,0.0,0.0,3.5,1.5,5.5,1,1,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
1,3,0,0,1,5,7,0.9312,0,4,5,10,0.3407,0,2,2,1,1,-0.63,1,1,1,0,0,46.4191,2,43.247,2,2.0,2.0,1.5,2.0,1,27.0,18.0,8.0,0.0,0.0,0.0,4.0,3.0,4.0,8,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,5,1,1,0,1,3,-8.0,0,3,5,3,-0.2941,0,5,1,1,2,-9.0,1,1,1,0,0,-8.0,-8,42.3615,2,2.5,2.5,2.0,2.5,3,27.0,21.5,7.5,0.0,0.0,1.0,4.0,3.5,6.0,7,1,0,0,1,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,-8,-8,0.034,-8,-8,-8,-8,-8.0,-8,-8,1,4,3,-0.38,2,2,1,0,0,41.9997,2,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,5,7,1.0498,0,9,6,10,0.8455,0,6,2,1,1,1.74,1,1,1,0,0,63.0972,5,62.0006,5,3.5,4.5,3.5,3.5,3,28.5,24.0,11.0,4.0,4.0,19.0,5.0,6.0,4.0,12,5,0,1,1,0,4,1,3.3,56,58,0.0,3
1,3,0,0,1,2,1,-0.4907,1,3,2,1,-0.9881,1,3,1,4,3,-9.0,1,1,1,0,0,57.5439,4,56.6333,4,3.5,3.5,3.5,3.5,1,31.5,21.5,12.0,0.0,0.0,6.0,4.0,5.0,5.0,11,1,1,0,1,0,4,1,2.7,30,27,0.0,3
2,3,0,0,1,5,7,1.2984,0,4,6,7,0.894,0,4,1,4,3,-8.0,1,1,1,0,0,55.4635,4,53.7252,4,3.5,3.5,3.5,3.5,3,27.0,23.0,9.0,0.0,0.5,1.0,4.0,5.0,4.0,12,1,1,1,0,0,10,1,2.9,31,31,0.0,3
2,6,0,0,0,2,4,-0.4024,0,6,2,4,-0.7346,0,2,1,2,3,-0.24,1,1,1,0,0,64.0261,5,55.6401,4,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-6.0,-6,-6,-6.0,-6
2,6,0,1,1,4,5,0.0876,0,5,5,10,0.2665,0,6,1,2,2,-1.27,1,1,1,0,0,38.1072,1,40.9857,2,2.0,2.0,2.0,1.5,3,22.5,21.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,5,2,0,0,0,0,5,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,0.5598,-8,-8,6,6,1.2957,0,4,1,4,3,-9.0,1,1,1,0,0,61.6932,5,66.7601,5,3.5,3.5,3.5,3.5,3,27.5,20.0,8.0,0.0,1.0,0.0,4.0,3.0,4.0,11,1,1,0,1,0,4,1,3.0,31,31,0.0,3
1,8,0,1,0,2,3,-0.6659,1,7,1,2,-0.845,1,6,1,1,2,-8.0,1,6,1,1,3,30.5673,1,27.6363,1,0.5,0.5,0.5,0.5,6,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
1,2,0,0,0,5,8,1.4591,0,4,6,7,0.9031,0,3,1,4,1,-0.66,1,1,1,0,0,77.4288,5,74.3539,5,4.0,4.5,4.0,4.0,1,30.5,26.5,12.0,9.0,8.0,13.0,6.0,4.0,4.0,13,5,0,1,1,1,4,1,3.7,36,36,0.0,3
1,5,1,1,1,2,2,-0.8455,1,6,2,3,-0.4428,1,9,1,4,2,-8.0,1,1,1,0,0,54.4463,4,51.2128,3,2.5,2.5,2.0,1.5,5,25.5,13.0,6.0,0.0,0.0,0.0,2.0,3.5,4.0,6,1,1,0,0,0,10,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,1,3,-0.8049,0,5,-8,-8,-8.0,-8,-8,1,4,4,0.12,2,2,1,1,3,44.5891,2,-8.0,-8,3.0,3.0,2.5,2.0,6,27.0,17.5,6.5,0.0,0.5,0.0,3.0,3.0,4.0,5,2,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,2,7,-0.0649,0,6,2,7,-0.1927,0,4,1,1,3,-0.79,1,1,1,0,0,58.8679,5,53.1339,4,3.0,3.0,2.5,2.5,3,26.0,17.0,6.0,0.0,0.0,0.0,3.0,3.0,4.5,6,1,1,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,2,2,-0.4728,0,2,2,3,-0.3005,0,5,1,2,4,-0.7,1,1,1,0,0,58.4891,4,52.8832,4,2.5,2.5,2.0,2.0,6,23.5,13.5,6.0,0.0,0.0,0.5,3.0,3.0,4.5,11,2,1,0,0,0,10,1,1.3,30,15,0.0,-9
2,8,0,1,0,4,4,0.2802,0,5,5,4,0.2963,0,5,1,4,2,-0.09,1,1,1,0,0,60.5147,5,54.7168,4,3.5,4.0,3.5,3.5,6,19.5,17.5,7.5,3.0,7.5,0.0,2.5,4.5,4.0,12,5,0,0,0,0,10,1,3.1,28,28,0.0,3
1,3,0,0,1,2,3,0.215,0,3,4,3,0.5497,0,3,2,2,3,1.67,1,7,1,1,3,49.8312,3,49.1528,3,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,3.5,34,34,0.0,3
1,8,0,1,0,2,2,-1.0862,0,2,5,2,0.8122,0,2,1,3,1,-0.57,1,1,1,1,3,38.2736,1,43.0683,2,1.5,1.5,1.5,1.5,6,23.0,12.0,8.0,0.0,1.0,0.0,5.0,2.0,3.0,2,3,0,0,0,0,9,1,-8.0,-8,-8,-8.0,-8
1,5,1,1,0,2,3,-0.7924,0,3,2,3,-0.7977,0,4,1,2,4,0.48,1,1,1,0,0,47.6869,2,50.1505,3,2.5,2.5,2.0,2.0,1,31.5,17.0,7.5,0.0,0.0,0.0,3.0,3.0,4.5,6,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,6,0,1,1,2,2,-0.7549,1,6,5,6,0.9452,0,7,1,1,3,0.14,2,1,2,0,0,34.2949,1,41.317,2,2.0,2.0,2.0,1.5,1,36.0,25.0,10.0,0.0,0.0,0.0,5.0,4.0,6.0,8,2,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,2,0,0,0,-8,-8,0.2871,-8,-8,5,5,0.0809,0,8,1,2,3,-0.68,1,1,1,0,0,56.3244,4,53.9746,4,3.5,4.5,3.5,3.5,3,31.0,25.0,13.0,8.0,8.0,12.0,5.0,7.0,4.0,13,5,1,1,1,0,10,1,2.8,30,26,0.0,3
1,8,0,1,0,2,4,-8.0,0,3,3,4,-0.0085,0,3,1,2,3,-0.41,1,1,1,0,0,-8.0,-8,36.5273,1,2.0,2.0,1.5,2.0,4,33.0,18.5,10.5,0.0,0.0,0.0,5.0,3.0,4.0,6,2,1,0,1,0,4,1,1.7,18,8,0.3,1
2,8,0,1,0,-8,-8,0.3555,-8,-8,2,2,-0.5886,0,3,1,2,3,-0.31,2,1,2,0,0,49.2027,3,37.5238,1,3.0,3.0,3.0,3.0,1,31.0,17.0,8.0,0.0,0.0,0.0,4.0,3.0,4.0,6,2,1,0,0,0,4,1,2.8,26,23,0.1,2
1,8,0,1,0,5,9,0.3709,0,4,6,9,0.7491,0,11,1,4,3,0.41,1,1,1,0,0,33.7073,1,41.1813,2,1.5,1.5,1.5,1.0,1,21.0,17.0,9.0,0.0,0.0,0.0,4.0,3.0,4.0,8,2,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
2,3,0,0,1,2,4,-0.4293,0,3,2,5,-0.4275,0,3,1,2,3,-1.71,1,1,1,0,0,49.547,3,48.5548,3,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,2.8,11,8,0.0,1
1,2,0,0,0,4,2,0.2533,0,3,5,2,0.6183,0,2,2,1,1,0.39,1,1,1,0,0,52.3332,4,53.1795,4,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,1.8,27,14,0.0,1
1,6,0,1,0,3,5,0.2807,0,3,4,6,0.4498,0,5,1,4,3,0.17,1,1,1,0,0,71.1744,5,66.4965,5,3.5,4.0,3.0,3.0,3,26.5,24.5,8.0,4.0,3.0,16.0,4.0,4.0,4.0,11,5,1,0,0,0,4,1,2.6,20,16,0.2,2
2,8,0,1,0,2,2,-0.7751,0,2,6,3,-0.1274,0,2,1,2,2,-0.56,1,1,1,0,0,40.3799,1,40.6355,1,3.5,3.5,3.5,3.5,5,22.5,17.5,6.0,0.0,0.0,0.0,3.5,2.5,7.0,6,2,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,1,5,6,0.5592,0,3,6,6,1.0871,0,3,1,2,4,-0.61,1,1,1,0,0,75.5809,5,75.7788,5,4.0,4.5,4.0,4.0,3,24.0,22.0,9.0,10.0,10.0,6.5,5.0,4.0,4.0,13,5,1,1,1,1,10,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,4,3,0.3202,0,6,5,3,0.2268,1,8,1,2,2,-0.22,1,1,1,0,0,57.4303,4,61.7479,5,3.5,3.5,3.5,3.5,1,24.5,21.5,8.5,0.0,0.0,0.0,4.0,4.0,4.0,9,2,1,0,0,0,4,1,3.1,20,20,0.0,3
1,5,1,0,1,2,1,-1.1259,1,9,-8,-8,-8.0,-8,-8,1,2,1,-2.56,8,8,1,0,9,57.9203,4,-8.0,-8,1.0,1.0,1.0,1.0,6,10.0,8.5,2.5,0.0,0.0,0.0,1.5,1.0,1.0,5,1,0,0,0,0,4,2,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,2,4,0.2157,0,2,-8,-8,-8.0,-8,-8,1,2,3,0.25,5,5,1,1,1,37.6012,1,-8.0,-8,1.0,1.0,0.5,0.5,6,10.5,6.5,3.0,0.0,0.0,0.0,1.5,1.5,2.5,8,2,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-0.2589,-8,-8,4,4,0.5063,0,4,1,2,3,-1.71,3,2,1,0,0,39.2558,1,32.0763,1,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,2,2.0,4,4,0.0,1
1,8,0,1,0,3,2,-0.4726,1,5,4,1,-0.015,1,5,1,4,3,-0.23,1,1,1,0,0,55.5352,4,31.2547,1,2.0,2.0,1.5,2.0,2,32.0,16.0,11.0,0.0,0.0,0.0,5.0,3.0,4.0,8,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,3,0,0,1,5,1,-0.1636,1,6,4,1,-0.8479,1,6,1,1,1,-1.12,1,1,1,0,0,47.1855,2,45.2164,2,3.0,3.0,3.0,3.0,1,26.5,21.5,10.0,0.0,8.5,0.0,4.5,5.0,4.0,8,3,0,0,1,0,4,1,2.4,35,31,0.0,3
1,8,0,1,0,-8,-8,-0.0593,-8,-8,4,4,-0.4781,0,5,1,2,4,-0.34,1,2,1,1,3,51.0166,3,42.8251,2,0.5,0.5,0.25,0.5,6,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,8,0,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
2,5,1,0,1,2,2,-0.6665,1,4,3,3,-0.3164,0,2,1,2,1,1.14,1,1,1,0,0,48.4349,3,51.9243,3,0.25,0.25,0.25,0.25,6,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
1,3,0,0,1,2,3,-0.6333,0,2,6,3,-0.2291,0,2,1,2,2,-0.22,2,1,2,1,3,46.7809,2,50.633,3,1.0,1.0,0.5,0.5,6,8.0,5.0,3.0,0.0,0.0,0.0,1.0,1.5,2.0,3,1,0,0,0,0,9,3,-6.0,-6,-6,-6.0,-6
1,4,1,-9,-9,-8,-8,-0.9297,-8,-8,1,1,-1.154,1,3,1,1,3,-2.24,1,1,1,1,3,34.6057,1,41.4938,2,0.5,0.5,0.5,0.5,6,11.5,9.0,4.0,0.0,0.0,0.0,1.5,2.5,0.5,5,1,0,0,0,0,4,5,-6.0,-6,-6,-6.0,-6
1,2,0,0,0,4,5,1.0303,0,5,5,5,0.5818,0,5,1,3,3,-1.43,2,2,2,0,0,60.7838,5,53.692,4,3.5,4.0,3.5,3.0,6,16.0,13.0,7.0,0.0,0.0,7.0,2.0,3.0,2.0,5,2,0,0,1,0,4,1,0.8,28,13,0.0,2
1,6,0,1,0,3,3,0.0676,0,4,4,3,0.2702,0,4,1,2,3,-0.41,1,1,1,0,0,47.3269,2,51.7248,3,3.0,3.0,3.0,3.0,1,35.0,24.0,13.0,2.0,1.0,4.0,4.5,4.0,4.0,9,2,1,0,0,1,4,1,3.0,3,3,0.0,3
2,6,0,1,1,4,2,0.1079,0,3,5,1,-0.2672,1,4,1,1,3,-2.17,1,1,1,0,0,40.5263,1,49.4911,3,1.0,1.0,1.0,1.0,5,23.5,14.5,8.0,0.0,0.5,0.0,2.0,4.5,4.0,3,2,0,0,0,0,9,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,5,-0.2751,0,4,2,9,-0.2804,0,4,1,3,1,-1.42,4,2,2,1,2,56.2965,4,37.8957,1,2.5,2.5,2.5,2.0,6,8.0,6.5,3.5,0.0,0.0,0.0,2.0,1.0,1.5,4,1,0,0,0,0,4,2,-8.0,-8,-8,-8.0,-8
1,5,1,0,0,-8,-8,-0.7937,-8,-8,-8,-8,-8.0,-8,-8,1,2,4,-0.7,1,1,1,0,0,43.1023,2,-8.0,-8,1.0,1.0,0.25,0.25,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,2,7,0.101,0,4,2,6,0.0059,0,3,1,3,4,-1.48,1,1,1,0,0,49.4672,3,49.1939,3,3.0,3.0,2.5,2.5,1,32.0,21.0,10.0,0.0,0.0,0.0,4.0,4.0,4.0,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,2,0.5366,1,5,6,4,0.6599,0,3,2,1,3,0.99,1,1,1,0,0,52.5584,4,55.1889,4,3.0,4.0,3.0,3.0,3,28.0,21.0,10.0,2.0,2.5,14.0,4.0,6.0,4.0,11,5,0,0,1,0,4,1,2.3,38,23,0.0,3
2,8,0,1,0,-8,-8,-8.0,-8,-8,5,4,-0.0226,0,2,1,2,1,-1.32,1,1,1,0,0,-8.0,-8,51.2892,3,2.0,2.0,2.5,2.0,4,23.5,15.5,7.0,0.0,1.0,0.0,4.0,3.0,5.0,5,2,0,0,0,0,6,5,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,4,5,1.1111,0,6,5,3,-0.0723,1,7,1,4,3,0.25,1,1,1,0,0,69.6107,5,74.8939,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,3,0.2565,0,6,2,2,-0.5093,1,6,1,3,3,-0.07,1,1,1,1,3,58.7944,4,56.7026,4,4.0,4.5,4.0,4.0,3,27.5,20.5,8.0,4.0,4.0,10.0,4.0,3.0,4.5,11,1,1,0,1,1,10,1,-8.0,-8,-8,-8.0,-8
1,5,1,1,0,2,2,-0.9271,1,6,2,2,-1.0919,1,6,2,3,4,0.36,1,1,1,0,0,64.4815,5,56.4278,4,3.0,3.5,3.0,3.0,3,28.0,19.0,7.0,3.5,5.5,0.0,4.0,3.0,4.0,13,1,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,7,9,1.9004,0,6,7,9,1.2336,0,8,1,4,3,-9.0,1,1,1,0,0,48.4579,3,51.2083,3,2.5,2.5,2.5,1.5,4,24.5,22.0,8.5,1.0,2.0,3.0,4.0,3.5,4.5,9,2,1,0,0,1,10,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,5,5,0.9834,0,3,6,6,0.9625,0,4,1,4,4,-0.98,1,1,1,0,0,53.5701,4,55.8804,4,4.0,4.5,4.0,4.0,1,22.5,19.0,9.0,1.0,1.0,7.0,4.0,4.5,4.0,10,1,1,0,1,1,10,1,-8.0,-8,-8,-8.0,-8
